 ,Label,Area,Perim.
14561,p_0_YP02_W_T.tif,1,2.83
14562,p_0_YP02_W_T.tif,43,24.97
14563,p_0_YP02_W_T.tif,4,7.07
14564,p_0_YP02_W_T.tif,2,4.24
14565,p_0_YP02_W_T.tif,4,7.66
14566,p_0_YP02_W_T.tif,17,16.73
14567,p_0_YP02_W_T.tif,3,5.66
14568,p_0_YP02_W_T.tif,8,9.07
14569,p_0_YP02_W_T.tif,3,5.66
14570,p_0_YP02_W_T.tif,2,4.24
14571,p_0_YP02_W_T.tif,1,2.83
14572,p_0_YP02_W_T.tif,6,9.66
14573,p_0_YP02_W_T.tif,3,5.66
14574,p_0_YP02_W_T.tif,41,30.38
14575,p_0_YP02_W_T.tif,15,15.31
14576,p_0_YP02_W_T.tif,186,77.84
14577,p_0_YP02_W_T.tif,156,73.25
14578,p_0_YP02_W_T.tif,1,2.83
14579,p_0_YP02_W_T.tif,6,9.07
14580,p_0_YP02_W_T.tif,2,5.66
14581,p_0_YP02_W_T.tif,2,4.83
14582,p_0_YP02_W_T.tif,4,5.66
14583,p_0_YP02_W_T.tif,1,2.83
14584,p_0_YP02_W_T.tif,1,2.83
14585,p_0_YP02_W_T.tif,13,13.07
14586,p_0_YP02_W_T.tif,39,23.80
14587,p_0_YP02_W_T.tif,4,7.07
14588,p_0_YP02_W_T.tif,54,30.38
14589,p_0_YP02_W_T.tif,12,11.90
14590,p_0_YP02_W_T.tif,9,11.66
14591,p_0_YP02_W_T.tif,1,2.83
14592,p_0_YP02_W_T.tif,1,2.83
14593,p_0_YP02_W_T.tif,1,2.83
14594,p_0_YP02_W_T.tif,11,12.49
14595,p_0_YP02_W_T.tif,10,11.90
14596,p_0_YP02_W_T.tif,1,2.83
14597,p_0_YP02_W_T.tif,3,8.49
14598,p_0_YP02_W_T.tif,1,2.83
14599,p_0_YP02_W_T.tif,6,7.66
14600,p_0_YP02_W_T.tif,4,5.66
14601,p_0_YP02_W_T.tif,10,10.49
14602,p_0_YP02_W_T.tif,82,52.77
14603,p_0_YP02_W_T.tif,15,16.73
14604,p_0_YP02_W_T.tif,81,64.33
14605,p_0_YP02_W_T.tif,15,19.31
14606,p_0_YP02_W_T.tif,8,10.49
14607,p_0_YP02_W_T.tif,11,12.49
14608,p_0_YP02_W_T.tif,69,49.70
14609,p_0_YP02_W_T.tif,32,25.80
14610,p_0_YP02_W_T.tif,1,2.83
14611,p_0_YP02_W_T.tif,65,41.11
14612,p_0_YP02_W_T.tif,1,2.83
14613,p_0_YP02_W_T.tif,31,28.04
14614,p_0_YP02_W_T.tif,238,103.88
14615,p_0_YP02_W_T.tif,13,15.90
14616,p_0_YP02_W_T.tif,1,2.83
14617,p_0_YP02_W_T.tif,52,32.38
14618,p_0_YP02_W_T.tif,1,2.83
14619,p_0_YP02_W_T.tif,10,18.14
14620,p_0_YP02_W_T.tif,13,15.56
14621,p_0_YP02_W_T.tif,2,4.83
14622,p_0_YP02_W_T.tif,1,2.83
14623,p_0_YP02_W_T.tif,1,2.83
14624,p_0_YP02_W_T.tif,3,5.66
14625,p_0_YP02_W_T.tif,5,8.49
14626,p_0_YP02_W_T.tif,2,5.66
14627,p_0_YP02_W_T.tif,75,45.36
14628,p_0_YP02_W_T.tif,4,7.07
14629,p_0_YP02_W_T.tif,2,4.83
14630,p_0_YP02_W_T.tif,2,4.24
14631,p_0_YP02_W_T.tif,11,15.90
14632,p_0_YP02_W_T.tif,7,11.31
14633,p_0_YP02_W_T.tif,1,2.83
14634,p_0_YP02_W_T.tif,1,2.83
14635,p_0_YP02_W_T.tif,25,20.97
14636,p_0_YP02_W_T.tif,4,7.66
14637,p_0_YP02_W_T.tif,94,46.63
14638,p_0_YP02_W_T.tif,3,5.66
14639,p_0_YP02_W_T.tif,1,2.83
14640,p_0_YP02_W_T.tif,48,33.46
14641,p_0_YP02_W_T.tif,11,11.90
14642,p_0_YP02_W_T.tif,22,30.28
14643,p_0_YP02_W_T.tif,9,9.90
14644,p_0_YP02_W_T.tif,6,7.66
14645,p_0_YP02_W_T.tif,12,16.49
14646,p_0_YP02_W_T.tif,4,8.24
14647,p_0_YP02_W_T.tif,2,4.24
14648,p_0_YP02_W_T.tif,6,11.31
14649,p_0_YP02_W_T.tif,2,4.83
14650,p_0_YP02_W_T.tif,3,5.66
14651,p_0_YP02_W_T.tif,1,2.83
14652,p_0_YP02_W_T.tif,10,13.31
14653,p_0_YP02_W_T.tif,15,13.07
14654,p_0_YP02_W_T.tif,29,24.97
14655,p_0_YP02_W_T.tif,376,135.92
14656,p_0_YP02_W_T.tif,3,5.66
14657,p_0_YP02_W_T.tif,11,11.90
14658,p_0_YP02_W_T.tif,1,2.83
14659,p_0_YP02_W_T.tif,7,9.66
14660,p_0_YP02_W_T.tif,1,2.83
14661,p_0_YP02_W_T.tif,5,7.07
14662,p_0_YP02_W_T.tif,1,2.83
14663,p_0_YP02_W_T.tif,337,121.78
14664,p_0_YP02_W_T.tif,48,39.36
14665,p_0_YP02_W_T.tif,2,4.83
14666,p_0_YP02_W_T.tif,7,11.07
14667,p_0_YP02_W_T.tif,1,2.83
14668,p_0_YP02_W_T.tif,30,19.31
14669,p_0_YP02_W_T.tif,1,2.83
14670,p_0_YP02_W_T.tif,1,2.83
14671,p_0_YP02_W_T.tif,17,14.49
14672,p_0_YP02_W_T.tif,2,4.24
14673,p_0_YP02_W_T.tif,1,2.83
14674,p_0_YP02_W_T.tif,3,5.66
14675,p_0_YP02_W_T.tif,34,26.14
14676,p_0_YP02_W_T.tif,4,7.66
14677,p_0_YP02_W_T.tif,4,5.66
14678,p_0_YP02_W_T.tif,4,5.66
14679,p_0_YP02_W_T.tif,22,17.90
14680,p_0_YP02_W_T.tif,14,13.90
14681,p_0_YP02_W_T.tif,7,9.07
14682,p_0_YP02_W_T.tif,3,6.83
14683,p_0_YP02_W_T.tif,10,12.49
14684,p_0_YP02_W_T.tif,5,8.49
14685,p_0_YP02_W_T.tif,7,11.31
14686,p_0_YP02_W_T.tif,10,13.90
14687,p_0_YP02_W_T.tif,1,2.83
14688,p_0_YP02_W_T.tif,3,5.66
14689,p_0_YP02_W_T.tif,2,5.66
14690,p_0_YP02_W_T.tif,2,4.83
14691,p_0_YP02_W_T.tif,25,18.14
14692,p_0_YP02_W_T.tif,8,11.31
14693,p_0_YP02_W_T.tif,8,9.90
14694,p_0_YP02_W_T.tif,2,4.83
14695,p_0_YP02_W_T.tif,1,2.83
14696,p_0_YP02_W_T.tif,2,4.83
14697,p_0_YP02_W_T.tif,17,14.49
14698,p_0_YP02_W_T.tif,3,5.66
14699,p_0_YP02_W_T.tif,95,63.01
14700,p_0_YP02_W_T.tif,42,29.21
14701,p_0_YP02_W_T.tif,2,4.83
14702,p_0_YP02_W_T.tif,16,18.97
14703,p_0_YP02_W_T.tif,18,17.56
14704,p_0_YP02_W_T.tif,104,61.60
14705,p_0_YP02_W_T.tif,1,2.83
14706,p_0_YP02_W_T.tif,2,4.24
14707,p_0_YP02_W_T.tif,1,2.83
14708,p_0_YP02_W_T.tif,1,2.83
14709,p_0_YP02_W_T.tif,22,22.97
14710,p_0_YP02_W_T.tif,18,15.90
14711,p_0_YP02_W_T.tif,3,5.66
14712,p_0_YP02_W_T.tif,50,27.80
14713,p_0_YP02_W_T.tif,14,13.31
14714,p_0_YP02_W_T.tif,8,10.49
14715,p_0_YP02_W_T.tif,64,33.70
14716,p_0_YP02_W_T.tif,1,2.83
14717,p_0_YP02_W_T.tif,117,59.84
14718,p_0_YP02_W_T.tif,3,5.66
14719,p_0_YP02_W_T.tif,18,16.73
14720,p_0_YP02_W_T.tif,47,37.46
14721,p_0_YP02_W_T.tif,40,27.80
14722,p_0_YP02_W_T.tif,1,2.83
14723,p_0_YP02_W_T.tif,1,2.83
14724,p_0_YP02_W_T.tif,28,22.97
14725,p_0_YP02_W_T.tif,6,8.49
14726,p_0_YP02_W_T.tif,155,76.33
14727,p_0_YP02_W_T.tif,2,4.24
14728,p_0_YP02_W_T.tif,2,4.24
14729,p_0_YP02_W_T.tif,24,32.28
14730,p_0_YP02_W_T.tif,4,7.07
14731,p_0_YP02_W_T.tif,6,9.66
14732,p_0_YP02_W_T.tif,5,7.66
14733,p_0_YP02_W_T.tif,1,2.83
14734,p_0_YP02_W_T.tif,11,11.07
14735,p_0_YP02_W_T.tif,61,36.63
14736,p_0_YP02_W_T.tif,3,5.66
14737,p_0_YP02_W_T.tif,19,17.31
14738,p_0_YP02_W_T.tif,1,2.83
14739,p_0_YP02_W_T.tif,11,13.31
14740,p_0_YP02_W_T.tif,353,143.92
14741,p_0_YP02_W_T.tif,5,7.66
14742,p_0_YP02_W_T.tif,64,43.94
14743,p_0_YP02_W_T.tif,7,10.49
14744,p_0_YP02_W_T.tif,17,17.90
14745,p_0_YP02_W_T.tif,26,18.73
14746,p_0_YP02_W_T.tif,159623,7365.99
14747,p_0_YP02_W_T.tif,1,2.83
14748,p_0_YP02_W_T.tif,11,11.90
14749,p_0_YP02_W_T.tif,4,5.66
14750,p_0_YP02_W_T.tif,23,18.14
14751,p_0_YP02_W_T.tif,45,44.04
14752,p_0_YP02_W_T.tif,7,9.66
14753,p_0_YP02_W_T.tif,157,70.67
14754,p_0_YP02_W_T.tif,7,8.49
14755,p_0_YP02_W_T.tif,1,2.83
14756,p_0_YP02_W_T.tif,3,5.66
14757,p_0_YP02_W_T.tif,4,9.66
14758,p_0_YP02_W_T.tif,31,39.46
14759,p_0_YP02_W_T.tif,2,4.24
14760,p_0_YP02_W_T.tif,4,7.07
14761,p_0_YP02_W_T.tif,30,29.80
14762,p_0_YP02_W_T.tif,245,95.15
14763,p_0_YP02_W_T.tif,13,13.90
14764,p_0_YP02_W_T.tif,1,2.83
14765,p_0_YP02_W_T.tif,21,19.56
14766,p_0_YP02_W_T.tif,25,22.14
14767,p_0_YP02_W_T.tif,14,13.31
14768,p_0_YP02_W_T.tif,4,5.66
14769,p_0_YP02_W_T.tif,20,17.31
14770,p_0_YP02_W_T.tif,5,7.66
14771,p_0_YP02_W_T.tif,97,50.77
14772,p_0_YP02_W_T.tif,4,7.07
14773,p_0_YP02_W_T.tif,19,16.14
14774,p_0_YP02_W_T.tif,10,12.73
14775,p_0_YP02_W_T.tif,1,2.83
14776,p_0_YP02_W_T.tif,31,22.14
14777,p_0_YP02_W_T.tif,4,5.66
14778,p_0_YP02_W_T.tif,1,2.83
14779,p_0_YP02_W_T.tif,11,13.31
14780,p_0_YP02_W_T.tif,128,51.36
14781,p_0_YP02_W_T.tif,1,2.83
14782,p_0_YP02_W_T.tif,10,11.31
14783,p_0_YP02_W_T.tif,1,2.83
14784,p_0_YP02_W_T.tif,39,27.80
14785,p_0_YP02_W_T.tif,6,7.66
14786,p_0_YP02_W_T.tif,1,2.83
14787,p_0_YP02_W_T.tif,2,4.83
14788,p_0_YP02_W_T.tif,35,23.80
14789,p_0_YP02_W_T.tif,2,4.83
14790,p_0_YP02_W_T.tif,1,2.83
14791,p_0_YP02_W_T.tif,3,5.66
14792,p_0_YP02_W_T.tif,11,11.90
14793,p_0_YP02_W_T.tif,1,2.83
14794,p_0_YP02_W_T.tif,2,4.24
14795,p_0_YP02_W_T.tif,7,9.07
14796,p_0_YP02_W_T.tif,2627,354.37
14797,p_0_YP02_W_T.tif,42,27.56
14798,p_0_YP02_W_T.tif,2,4.24
14799,p_0_YP02_W_T.tif,14,14.73
14800,p_0_YP02_W_T.tif,1,2.83
14801,p_0_YP02_W_T.tif,1,2.83
14802,p_0_YP02_W_T.tif,3,5.66
14803,p_0_YP02_W_T.tif,187,70.67
14804,p_0_YP02_W_T.tif,3,5.66
14805,p_0_YP02_W_T.tif,24,19.90
14806,p_0_YP02_W_T.tif,8,12.49
14807,p_0_YP02_W_T.tif,38,24.38
14808,p_0_YP02_W_T.tif,48,28.97
14809,p_0_YP02_W_T.tif,6,8.49
14810,p_0_YP02_W_T.tif,6,9.07
14811,p_0_YP02_W_T.tif,1,2.83
14812,p_0_YP02_W_T.tif,3,5.66
14813,p_0_YP02_W_T.tif,39,31.80
14814,p_0_YP02_W_T.tif,125,55.36
14815,p_0_YP02_W_T.tif,16,17.31
14816,p_0_YP02_W_T.tif,1,2.83
14817,p_0_YP02_W_T.tif,86,58.43
14818,p_0_YP02_W_T.tif,2,4.83
14819,p_0_YP02_W_T.tif,2,5.66
14820,p_0_YP02_W_T.tif,123,57.60
14821,p_0_YP02_W_T.tif,7,9.07
14822,p_0_YP02_W_T.tif,1,2.83
14823,p_0_YP02_W_T.tif,5,7.66
14824,p_0_YP02_W_T.tif,5,7.07
14825,p_0_YP02_W_T.tif,3,5.66
14826,p_0_YP02_W_T.tif,146,88.33
14827,p_0_YP02_W_T.tif,14,13.31
14828,p_0_YP02_W_T.tif,6,7.66
14829,p_0_YP02_W_T.tif,2,4.24
14830,p_0_YP02_W_T.tif,4,7.66
14831,p_0_YP02_W_T.tif,8,11.31
14832,p_0_YP02_W_T.tif,7,9.90
14833,p_0_YP02_W_T.tif,6,7.66
14834,p_0_YP02_W_T.tif,2,4.83
14835,p_0_YP02_W_T.tif,1,2.83
14836,p_0_YP02_W_T.tif,137,53.94
14837,p_0_YP02_W_T.tif,20,21.31
14838,p_0_YP02_W_T.tif,11,13.90
14839,p_0_YP02_W_T.tif,2,4.24
14840,p_0_YP02_W_T.tif,11,11.07
14841,p_0_YP02_W_T.tif,2,4.83
14842,p_0_YP02_W_T.tif,4951,468.52
14843,p_0_YP02_W_T.tif,1,2.83
14844,p_0_YP02_W_T.tif,29,21.56
14845,p_0_YP02_W_T.tif,16,14.73
14846,p_0_YP02_W_T.tif,2,5.66
14847,p_0_YP02_W_T.tif,1,2.83
14848,p_0_YP02_W_T.tif,6,7.66
14849,p_0_YP02_W_T.tif,10,11.90
14850,p_0_YP02_W_T.tif,188,61.94
14851,p_0_YP02_W_T.tif,15,14.73
14852,p_0_YP02_W_T.tif,1,2.83
14853,p_0_YP02_W_T.tif,1,2.83
14854,p_0_YP02_W_T.tif,4,5.66
14855,p_0_YP02_W_T.tif,58,34.87
14856,p_0_YP02_W_T.tif,9,10.49
14857,p_0_YP02_W_T.tif,1,2.83
14858,p_0_YP02_W_T.tif,34,21.31
14859,p_0_YP02_W_T.tif,6,8.49
14860,p_0_YP02_W_T.tif,373,110.37
14861,p_0_YP02_W_T.tif,8,9.07
14862,p_0_YP02_W_T.tif,8,11.07
14863,p_0_YP02_W_T.tif,8,10.49
14864,p_0_YP02_W_T.tif,6,9.66
14865,p_0_YP02_W_T.tif,32,26.38
14866,p_0_YP02_W_T.tif,96,44.87
14867,p_0_YP02_W_T.tif,3,6.24
14868,p_0_YP02_W_T.tif,59,40.63
14869,p_0_YP02_W_T.tif,6,7.66
14870,p_0_YP02_W_T.tif,22,20.14
14871,p_0_YP02_W_T.tif,2,4.24
14872,p_0_YP02_W_T.tif,7,9.07
14873,p_0_YP02_W_T.tif,341,134.41
14874,p_0_YP02_W_T.tif,8,9.90
14875,p_0_YP02_W_T.tif,8,9.07
14876,p_0_YP02_W_T.tif,15,15.31
14877,p_0_YP02_W_T.tif,30,20.97
14878,p_0_YP02_W_T.tif,16,20.73
14879,p_0_YP02_W_T.tif,1,2.83
14880,p_0_YP02_W_T.tif,16,15.31
14881,p_0_YP02_W_T.tif,1,2.83
14882,p_0_YP02_W_T.tif,1,2.83
14883,p_0_YP02_W_T.tif,11,12.49
14884,p_0_YP02_W_T.tif,13,13.31
14885,p_0_YP02_W_T.tif,22,22.14
14886,p_0_YP02_W_T.tif,228,91.40
14887,p_0_YP02_W_T.tif,17,16.14
14888,p_0_YP02_W_T.tif,1,2.83
14889,p_0_YP02_W_T.tif,1,2.83
14890,p_0_YP02_W_T.tif,9,11.31
14891,p_0_YP02_W_T.tif,1,2.83
14892,p_0_YP02_W_T.tif,17,17.31
14893,p_0_YP02_W_T.tif,24,23.56
14894,p_0_YP02_W_T.tif,12,11.90
14895,p_0_YP02_W_T.tif,1,2.83
14896,p_0_YP02_W_T.tif,2,4.83
14897,p_0_YP02_W_T.tif,5,8.49
14898,p_0_YP02_W_T.tif,1,2.83
14899,p_0_YP02_W_T.tif,12,13.90
14900,p_0_YP02_W_T.tif,3,7.66
14901,p_0_YP02_W_T.tif,21,18.73
14902,p_0_YP02_W_T.tif,2,4.24
14903,p_0_YP02_W_T.tif,9,11.66
14904,p_0_YP02_W_T.tif,2,4.24
14905,p_0_YP02_W_T.tif,9,10.49
14906,p_0_YP02_W_T.tif,2,5.66
14907,p_0_YP02_W_T.tif,3,5.66
14908,p_0_YP02_W_T.tif,4,7.66
14909,p_0_YP02_W_T.tif,3,5.66
14910,p_0_YP02_W_T.tif,26,20.38
14911,p_0_YP02_W_T.tif,11,12.49
14912,p_0_YP02_W_T.tif,7,9.66
14913,p_0_YP02_W_T.tif,11,14.49
14914,p_0_YP02_W_T.tif,13,11.90
14915,p_0_YP02_W_T.tif,19,18.14
14916,p_0_YP02_W_T.tif,1,2.83
14917,p_0_YP02_W_T.tif,3,6.24
14918,p_0_YP02_W_T.tif,1,2.83
14919,p_0_YP02_W_T.tif,1,2.83
14920,p_0_YP02_W_T.tif,4,7.66
14921,p_0_YP02_W_T.tif,1,2.83
14922,p_0_YP02_W_T.tif,9,10.49
14923,p_0_YP02_W_T.tif,14,18.14
14924,p_0_YP02_W_T.tif,23,22.38
14925,p_0_YP02_W_T.tif,7,9.66
14926,p_0_YP02_W_T.tif,71,44.28
14927,p_0_YP02_W_T.tif,25,21.31
14928,p_0_YP02_W_T.tif,1,2.83
14929,p_0_YP02_W_T.tif,38,27.21
14930,p_0_YP02_W_T.tif,2,5.66
14931,p_0_YP02_W_T.tif,83,52.53
14932,p_0_YP02_W_T.tif,7,10.49
14933,p_0_YP02_W_T.tif,11,11.31
14934,p_0_YP02_W_T.tif,4,5.66
14935,p_0_YP02_W_T.tif,9,10.49
14936,p_0_YP02_W_T.tif,4,7.66
14937,p_0_YP02_W_T.tif,35,24.14
14938,p_0_YP02_W_T.tif,4,7.66
14939,p_0_YP02_W_T.tif,3,6.24
14940,p_0_YP02_W_T.tif,10,11.07
14941,p_0_YP02_W_T.tif,5,7.07
14942,p_0_YP02_W_T.tif,11,11.07
14943,p_0_YP02_W_T.tif,3,5.66
14944,p_0_YP02_W_T.tif,13,15.31
14945,p_0_YP02_W_T.tif,2,5.66
14946,p_0_YP02_W_T.tif,3,6.83
14947,p_0_YP02_W_T.tif,3,5.66
14948,p_0_YP02_W_T.tif,12,12.49
14949,p_0_YP02_W_T.tif,5,8.49
14950,p_0_YP02_W_T.tif,1,2.83
14951,p_0_YP02_W_T.tif,15,15.31
14952,p_0_YP02_W_T.tif,42,28.14
14953,p_0_YP02_W_T.tif,8,9.07
14954,p_0_YP02_W_T.tif,167,89.05
14955,p_0_YP02_W_T.tif,4,7.66
14956,p_0_YP02_W_T.tif,1,2.83
14957,p_0_YP02_W_T.tif,2,4.83
14958,p_0_YP02_W_T.tif,2,4.24
14959,p_0_YP02_W_T.tif,14,13.07
14960,p_0_YP02_W_T.tif,52,42.53
14961,p_0_YP02_W_T.tif,1,2.83
14962,p_0_YP02_W_T.tif,23,17.31
14963,p_0_YP02_W_T.tif,1,2.83
14964,p_0_YP02_W_T.tif,3,5.66
14965,p_0_YP02_W_T.tif,97,50.87
14966,p_0_YP02_W_T.tif,15,21.80
14967,p_0_YP02_W_T.tif,12,11.90
14968,p_0_YP02_W_T.tif,2,4.83
14969,p_0_YP02_W_T.tif,1,2.83
14970,p_0_YP02_W_T.tif,2,4.24
14971,p_0_YP02_W_T.tif,3,5.66
14972,p_0_YP02_W_T.tif,4,7.66
14973,p_0_YP02_W_T.tif,31,26.38
14974,p_0_YP02_W_T.tif,3,5.66
14975,p_0_YP02_W_T.tif,4,5.66
14976,p_0_YP02_W_T.tif,5,7.66
14977,p_0_YP02_W_T.tif,7,9.66
14978,p_0_YP02_W_T.tif,9,11.90
14979,p_0_YP02_W_T.tif,9,13.31
14980,p_0_YP02_W_T.tif,2,4.83
14981,p_0_YP02_W_T.tif,9,11.66
14982,p_0_YP02_W_T.tif,12,14.73
14983,p_0_YP02_W_T.tif,1,2.83
14984,p_0_YP02_W_T.tif,3,5.66
14985,p_0_YP02_W_T.tif,7,9.07
14986,p_0_YP02_W_T.tif,5,8.49
14987,p_0_YP02_W_T.tif,8,11.90
14988,p_0_YP02_W_T.tif,25,22.49
14989,p_0_YP02_W_T.tif,25,29.21
14990,p_0_YP02_W_T.tif,9,10.49
14991,p_0_YP02_W_T.tif,4,7.07
14992,p_0_YP02_W_T.tif,9,14.14
14993,p_0_YP02_W_T.tif,1,2.83
14994,p_0_YP02_W_T.tif,6,7.66
14995,p_0_YP02_W_T.tif,16,17.31
14996,p_0_YP02_W_T.tif,120,64.43
14997,p_0_YP02_W_T.tif,146,93.74
14998,p_0_YP02_W_T.tif,3,5.66
14999,p_0_YP02_W_T.tif,30,21.56
15000,p_0_YP02_W_T.tif,3,7.66
15001,p_0_YP02_W_T.tif,3,5.66
15002,p_0_YP02_W_T.tif,2,5.66
15003,p_0_YP02_W_T.tif,11,17.31
15004,p_0_YP02_W_T.tif,10,16.14
15005,p_0_YP02_W_T.tif,1,2.83
15006,p_0_YP02_W_T.tif,1210,271.46
15007,p_0_YP02_W_T.tif,157,69.25
15008,p_0_YP02_W_T.tif,1,2.83
15009,p_0_YP02_W_T.tif,13,14.49
15010,p_0_YP02_W_T.tif,1,2.83
15011,p_0_YP02_W_T.tif,2,4.83
15012,p_0_YP02_W_T.tif,2,4.24
15013,p_0_YP02_W_T.tif,2,4.24
15014,p_0_YP02_W_T.tif,3,5.66
15015,p_0_YP02_W_T.tif,2,4.83
15016,p_0_YP02_W_T.tif,82,41.94
15017,p_0_YP02_W_T.tif,5,7.66
15018,p_0_YP02_W_T.tif,1,2.83
15019,p_0_YP02_W_T.tif,1,2.83
15020,p_0_YP02_W_T.tif,2,5.66
15021,p_0_YP02_W_T.tif,1,2.83
15022,p_0_YP02_W_T.tif,1,2.83
15023,p_0_YP02_W_T.tif,1,2.83
15024,p_0_YP02_W_T.tif,1,2.83
15025,p_0_YP02_W_T.tif,2,4.83
15026,p_0_YP02_W_T.tif,1,2.83
15027,p_0_YP02_W_T.tif,92,55.11
15028,p_0_YP02_W_T.tif,1,2.83
15029,p_0_YP02_W_T.tif,3,7.07
15030,p_0_YP02_W_T.tif,149,70.08
15031,p_0_YP02_W_T.tif,1,2.83
15032,p_0_YP02_W_T.tif,1,2.83
15033,p_0_YP02_W_T.tif,6,9.66
15034,p_0_YP02_W_T.tif,35,48.14
15035,p_0_YP02_W_T.tif,4,7.66
15036,p_0_YP02_W_T.tif,110,78.81
15037,p_0_YP02_W_T.tif,10,12.49
15038,p_0_YP02_W_T.tif,9,10.49
15039,p_0_YP02_W_T.tif,102,70.33
15040,p_0_YP02_W_T.tif,5,8.49
15041,p_0_YP02_W_T.tif,1,2.83
15042,p_0_YP02_W_T.tif,1,2.83
15043,p_0_YP02_W_T.tif,1,2.83
15044,p_0_YP02_W_T.tif,46,29.80
15045,p_0_YP02_W_T.tif,7,9.07
15046,p_0_YP02_W_T.tif,2,5.66
15047,p_0_YP02_W_T.tif,8,9.07
15048,p_0_YP02_W_T.tif,7,11.31
15049,p_0_YP02_W_T.tif,1,2.83
15050,p_0_YP02_W_T.tif,35,25.80
15051,p_0_YP02_W_T.tif,7,9.07
15052,p_0_YP02_W_T.tif,19,17.90
15053,p_0_YP02_W_T.tif,67,47.94
15054,p_0_YP02_W_T.tif,3,5.66
15055,p_0_YP02_W_T.tif,4,5.66
15056,p_0_YP02_W_T.tif,1,2.83
15057,p_0_YP02_W_T.tif,528,178.89
15058,p_0_YP02_W_T.tif,93,60.91
15059,p_0_YP02_W_T.tif,33,28.14
15060,p_0_YP02_W_T.tif,14,17.31
15061,p_0_YP02_W_T.tif,3,5.66
15062,p_0_YP02_W_T.tif,63,36.87
15063,p_0_YP02_W_T.tif,45,36.04
15064,p_0_YP02_W_T.tif,3,5.66
15065,p_0_YP02_W_T.tif,1,2.83
15066,p_0_YP02_W_T.tif,17,15.31
15067,p_0_YP02_W_T.tif,7,11.66
15068,p_0_YP02_W_T.tif,777,211.08
15069,p_0_YP02_W_T.tif,1,2.83
15070,p_0_YP02_W_T.tif,40,25.80
15071,p_0_YP02_W_T.tif,6,8.49
15072,p_0_YP02_W_T.tif,33,22.73
15073,p_0_YP02_W_T.tif,7,8.49
15074,p_0_YP02_W_T.tif,136,63.01
15075,p_0_YP02_W_T.tif,22,18.14
15076,p_0_YP02_W_T.tif,8,12.49
15077,p_0_YP02_W_T.tif,17,15.90
15078,p_0_YP02_W_T.tif,168,78.33
15079,p_0_YP02_W_T.tif,2,4.24
15080,p_0_YP02_W_T.tif,4,5.66
15081,p_0_YP02_W_T.tif,4,5.66
15082,p_0_YP02_W_T.tif,4,5.66
15083,p_0_YP02_W_T.tif,5,7.66
15084,p_0_YP02_W_T.tif,10,12.49
15085,p_0_YP02_W_T.tif,24,19.31
15086,p_0_YP02_W_T.tif,4,7.07
15087,p_0_YP02_W_T.tif,70,32.04
15088,p_0_YP02_W_T.tif,49,26.38
15089,p_0_YP02_W_T.tif,17,18.49
15090,p_0_YP02_W_T.tif,1,2.83
15091,p_0_YP02_W_T.tif,8,11.07
15092,p_0_YP02_W_T.tif,148,64.77
15093,p_0_YP02_W_T.tif,52,30.04
15094,p_0_YP02_W_T.tif,31,25.21
15095,p_0_YP02_W_T.tif,61,44.53
15096,p_0_YP02_W_T.tif,4,7.66
15097,p_0_YP02_W_T.tif,1,2.83
15098,p_0_YP02_W_T.tif,37,24.97
15099,p_0_YP02_W_T.tif,3,5.66
15100,p_0_YP02_W_T.tif,10,12.49
15101,p_0_YP02_W_T.tif,1,2.83
15102,p_0_YP02_W_T.tif,73,42.28
15103,p_0_YP02_W_T.tif,1,2.83
15104,p_0_YP02_W_T.tif,1,2.83
15105,p_0_YP02_W_T.tif,1,2.83
15106,p_0_YP02_W_T.tif,4,5.66
15107,p_0_YP02_W_T.tif,12,11.90
15108,p_0_YP02_W_T.tif,2,4.83
15109,p_0_YP02_W_T.tif,4,5.66
15110,p_0_YP02_W_T.tif,2,4.24
15111,p_0_YP02_W_T.tif,4,7.07
15112,p_0_YP02_W_T.tif,45,25.56
15113,p_0_YP02_W_T.tif,2,5.66
15114,p_0_YP02_W_T.tif,66,30.97
15115,p_0_YP02_W_T.tif,49,29.56
15116,p_0_YP02_W_T.tif,19,18.14
15117,p_0_YP02_W_T.tif,3,5.66
15118,p_0_YP02_W_T.tif,5,7.66
15119,p_0_YP02_W_T.tif,71,45.70
15120,p_0_YP02_W_T.tif,3,5.66
15121,p_0_YP02_W_T.tif,6,8.49
15122,p_0_YP02_W_T.tif,9,9.90
15123,p_0_YP02_W_T.tif,1,2.83
15124,p_0_YP02_W_T.tif,1,2.83
15125,p_0_YP02_W_T.tif,5,8.49
15126,p_0_YP02_W_T.tif,47,38.87
15127,p_0_YP02_W_T.tif,21,16.73
15128,p_0_YP02_W_T.tif,17,15.31
15129,p_0_YP02_W_T.tif,4,5.66
15130,p_0_YP02_W_T.tif,2,5.66
15131,p_0_YP02_W_T.tif,8,10.49
15132,p_0_YP02_W_T.tif,72,33.21
15133,p_0_YP02_W_T.tif,13,13.07
15134,p_0_YP02_W_T.tif,23,22.97
15135,p_0_YP02_W_T.tif,8,9.90
15136,p_0_YP02_W_T.tif,6,9.07
15137,p_0_YP02_W_T.tif,6,9.66
15138,p_0_YP02_W_T.tif,5,7.66
15139,p_0_YP02_W_T.tif,26,23.56
15140,p_0_YP02_W_T.tif,1,2.83
15141,p_0_YP02_W_T.tif,6,8.49
15142,p_0_YP02_W_T.tif,22,20.14
