 ,Label,Area,Perim.
1,p_0_YP02_C_T.tif,1,2.83
2,p_0_YP02_C_T.tif,2,4.24
3,p_0_YP02_C_T.tif,3,6.24
4,p_0_YP02_C_T.tif,18,20.73
5,p_0_YP02_C_T.tif,30,22.97
6,p_0_YP02_C_T.tif,6,8.49
7,p_0_YP02_C_T.tif,9,10.49
8,p_0_YP02_C_T.tif,83,70.08
9,p_0_YP02_C_T.tif,1,2.83
10,p_0_YP02_C_T.tif,1,2.83
11,p_0_YP02_C_T.tif,2,5.66
12,p_0_YP02_C_T.tif,1,2.83
13,p_0_YP02_C_T.tif,7,9.07
14,p_0_YP02_C_T.tif,3,5.66
15,p_0_YP02_C_T.tif,1,2.83
16,p_0_YP02_C_T.tif,34,23.80
17,p_0_YP02_C_T.tif,1,2.83
18,p_0_YP02_C_T.tif,39,35.11
19,p_0_YP02_C_T.tif,25,19.90
20,p_0_YP02_C_T.tif,4,5.66
21,p_0_YP02_C_T.tif,4,7.66
22,p_0_YP02_C_T.tif,3,5.66
23,p_0_YP02_C_T.tif,2,5.66
24,p_0_YP02_C_T.tif,3,5.66
25,p_0_YP02_C_T.tif,3,5.66
26,p_0_YP02_C_T.tif,7,10.49
27,p_0_YP02_C_T.tif,9,13.31
28,p_0_YP02_C_T.tif,6,8.49
29,p_0_YP02_C_T.tif,1,2.83
30,p_0_YP02_C_T.tif,19,26.97
31,p_0_YP02_C_T.tif,8,10.49
32,p_0_YP02_C_T.tif,3,5.66
33,p_0_YP02_C_T.tif,43,33.21
34,p_0_YP02_C_T.tif,48,32.38
35,p_0_YP02_C_T.tif,43,32.38
36,p_0_YP02_C_T.tif,20,19.56
37,p_0_YP02_C_T.tif,1,2.83
38,p_0_YP02_C_T.tif,27,28.63
39,p_0_YP02_C_T.tif,3,7.07
40,p_0_YP02_C_T.tif,4,7.66
41,p_0_YP02_C_T.tif,5,7.66
42,p_0_YP02_C_T.tif,1,2.83
43,p_0_YP02_C_T.tif,28,19.31
44,p_0_YP02_C_T.tif,184,90.81
45,p_0_YP02_C_T.tif,3,5.66
46,p_0_YP02_C_T.tif,12,11.90
47,p_0_YP02_C_T.tif,31,24.97
48,p_0_YP02_C_T.tif,9,11.07
49,p_0_YP02_C_T.tif,4,7.66
50,p_0_YP02_C_T.tif,6,10.49
51,p_0_YP02_C_T.tif,83,59.01
52,p_0_YP02_C_T.tif,2,4.24
53,p_0_YP02_C_T.tif,12,20.14
54,p_0_YP02_C_T.tif,6,9.07
55,p_0_YP02_C_T.tif,9,10.49
56,p_0_YP02_C_T.tif,2,4.24
57,p_0_YP02_C_T.tif,7,9.90
58,p_0_YP02_C_T.tif,4,7.07
59,p_0_YP02_C_T.tif,2,4.24
60,p_0_YP02_C_T.tif,33,23.56
61,p_0_YP02_C_T.tif,18,18.73
62,p_0_YP02_C_T.tif,21,18.49
63,p_0_YP02_C_T.tif,10,13.90
64,p_0_YP02_C_T.tif,58,35.21
65,p_0_YP02_C_T.tif,2,4.24
66,p_0_YP02_C_T.tif,28,21.80
67,p_0_YP02_C_T.tif,9,11.66
68,p_0_YP02_C_T.tif,3,6.24
69,p_0_YP02_C_T.tif,65,41.70
70,p_0_YP02_C_T.tif,8,13.07
71,p_0_YP02_C_T.tif,8,9.66
72,p_0_YP02_C_T.tif,1,2.83
73,p_0_YP02_C_T.tif,1,2.83
74,p_0_YP02_C_T.tif,4,9.07
75,p_0_YP02_C_T.tif,3,7.07
76,p_0_YP02_C_T.tif,2,5.66
77,p_0_YP02_C_T.tif,24,22.97
78,p_0_YP02_C_T.tif,2,5.66
79,p_0_YP02_C_T.tif,5,8.49
80,p_0_YP02_C_T.tif,1,2.83
81,p_0_YP02_C_T.tif,4,8.49
82,p_0_YP02_C_T.tif,34,30.97
83,p_0_YP02_C_T.tif,8,9.07
84,p_0_YP02_C_T.tif,4,8.49
85,p_0_YP02_C_T.tif,4,5.66
86,p_0_YP02_C_T.tif,1,2.83
87,p_0_YP02_C_T.tif,1,2.83
88,p_0_YP02_C_T.tif,51,37.46
89,p_0_YP02_C_T.tif,28,22.14
90,p_0_YP02_C_T.tif,3,5.66
91,p_0_YP02_C_T.tif,5,9.90
92,p_0_YP02_C_T.tif,3,5.66
93,p_0_YP02_C_T.tif,1,2.83
94,p_0_YP02_C_T.tif,28,26.97
95,p_0_YP02_C_T.tif,19,17.56
96,p_0_YP02_C_T.tif,8,9.90
97,p_0_YP02_C_T.tif,3,6.24
98,p_0_YP02_C_T.tif,485,136.41
99,p_0_YP02_C_T.tif,5,7.07
100,p_0_YP02_C_T.tif,17,21.80
101,p_0_YP02_C_T.tif,1,2.83
102,p_0_YP02_C_T.tif,1,2.83
103,p_0_YP02_C_T.tif,36,31.21
104,p_0_YP02_C_T.tif,17,20.97
105,p_0_YP02_C_T.tif,4,7.07
106,p_0_YP02_C_T.tif,3,5.66
107,p_0_YP02_C_T.tif,2,4.83
108,p_0_YP02_C_T.tif,11,12.49
109,p_0_YP02_C_T.tif,1,2.83
110,p_0_YP02_C_T.tif,40,33.21
111,p_0_YP02_C_T.tif,12,11.90
112,p_0_YP02_C_T.tif,31,26.38
113,p_0_YP02_C_T.tif,4,7.07
114,p_0_YP02_C_T.tif,21,25.80
115,p_0_YP02_C_T.tif,5,8.49
116,p_0_YP02_C_T.tif,5,9.90
117,p_0_YP02_C_T.tif,28,23.56
118,p_0_YP02_C_T.tif,1,2.83
119,p_0_YP02_C_T.tif,2,5.66
120,p_0_YP02_C_T.tif,8,9.66
121,p_0_YP02_C_T.tif,19,16.73
122,p_0_YP02_C_T.tif,1,2.83
123,p_0_YP02_C_T.tif,4,7.66
124,p_0_YP02_C_T.tif,224,105.54
125,p_0_YP02_C_T.tif,23,20.73
126,p_0_YP02_C_T.tif,1,2.83
127,p_0_YP02_C_T.tif,5,7.07
128,p_0_YP02_C_T.tif,158,69.84
129,p_0_YP02_C_T.tif,35,27.21
130,p_0_YP02_C_T.tif,2,5.66
131,p_0_YP02_C_T.tif,2,4.83
132,p_0_YP02_C_T.tif,260,98.37
133,p_0_YP02_C_T.tif,2,4.24
134,p_0_YP02_C_T.tif,21,19.56
135,p_0_YP02_C_T.tif,2,4.83
136,p_0_YP02_C_T.tif,1,2.83
137,p_0_YP02_C_T.tif,7,9.07
138,p_0_YP02_C_T.tif,3,5.66
139,p_0_YP02_C_T.tif,2,4.24
140,p_0_YP02_C_T.tif,12,18.14
141,p_0_YP02_C_T.tif,5,7.66
142,p_0_YP02_C_T.tif,6,7.66
143,p_0_YP02_C_T.tif,48,34.87
144,p_0_YP02_C_T.tif,25,22.97
145,p_0_YP02_C_T.tif,1,2.83
146,p_0_YP02_C_T.tif,1,2.83
147,p_0_YP02_C_T.tif,18,26.38
148,p_0_YP02_C_T.tif,1,2.83
149,p_0_YP02_C_T.tif,18,20.73
150,p_0_YP02_C_T.tif,101,44.28
151,p_0_YP02_C_T.tif,6,9.66
152,p_0_YP02_C_T.tif,11,13.31
153,p_0_YP02_C_T.tif,5,7.66
154,p_0_YP02_C_T.tif,36,30.63
155,p_0_YP02_C_T.tif,102,73.15
156,p_0_YP02_C_T.tif,4,5.66
157,p_0_YP02_C_T.tif,1,2.83
158,p_0_YP02_C_T.tif,1,2.83
159,p_0_YP02_C_T.tif,3,5.66
160,p_0_YP02_C_T.tif,63,40.87
161,p_0_YP02_C_T.tif,4,7.07
162,p_0_YP02_C_T.tif,2,4.24
163,p_0_YP02_C_T.tif,140,84.08
164,p_0_YP02_C_T.tif,4,9.90
165,p_0_YP02_C_T.tif,1,2.83
166,p_0_YP02_C_T.tif,70,34.63
167,p_0_YP02_C_T.tif,2,4.24
168,p_0_YP02_C_T.tif,13,22.38
169,p_0_YP02_C_T.tif,1,2.83
170,p_0_YP02_C_T.tif,266,117.54
171,p_0_YP02_C_T.tif,12,13.31
172,p_0_YP02_C_T.tif,4,9.07
173,p_0_YP02_C_T.tif,6,11.07
174,p_0_YP02_C_T.tif,2,4.24
175,p_0_YP02_C_T.tif,20,20.14
176,p_0_YP02_C_T.tif,1,2.83
177,p_0_YP02_C_T.tif,7,11.31
178,p_0_YP02_C_T.tif,19,16.73
179,p_0_YP02_C_T.tif,3,5.66
180,p_0_YP02_C_T.tif,1,2.83
181,p_0_YP02_C_T.tif,8,9.07
182,p_0_YP02_C_T.tif,36,26.38
183,p_0_YP02_C_T.tif,1,2.83
184,p_0_YP02_C_T.tif,12,13.31
185,p_0_YP02_C_T.tif,32,29.80
186,p_0_YP02_C_T.tif,2,4.83
187,p_0_YP02_C_T.tif,171,61.84
188,p_0_YP02_C_T.tif,380,147.92
189,p_0_YP02_C_T.tif,1,2.83
190,p_0_YP02_C_T.tif,1,2.83
191,p_0_YP02_C_T.tif,10,13.31
192,p_0_YP02_C_T.tif,4,7.07
193,p_0_YP02_C_T.tif,22,28.38
194,p_0_YP02_C_T.tif,589,152.27
195,p_0_YP02_C_T.tif,52,38.87
196,p_0_YP02_C_T.tif,1,2.83
197,p_0_YP02_C_T.tif,5,9.66
198,p_0_YP02_C_T.tif,14,15.31
199,p_0_YP02_C_T.tif,3,6.83
200,p_0_YP02_C_T.tif,30,26.38
201,p_0_YP02_C_T.tif,5,9.07
202,p_0_YP02_C_T.tif,9,10.49
203,p_0_YP02_C_T.tif,1,2.83
204,p_0_YP02_C_T.tif,103,49.70
205,p_0_YP02_C_T.tif,1,2.83
206,p_0_YP02_C_T.tif,20,17.90
207,p_0_YP02_C_T.tif,22,20.73
208,p_0_YP02_C_T.tif,9,11.07
209,p_0_YP02_C_T.tif,5,7.66
210,p_0_YP02_C_T.tif,4,8.49
211,p_0_YP02_C_T.tif,33,28.97
212,p_0_YP02_C_T.tif,3,5.66
213,p_0_YP02_C_T.tif,5,7.66
214,p_0_YP02_C_T.tif,16,19.31
215,p_0_YP02_C_T.tif,10,14.49
216,p_0_YP02_C_T.tif,4,7.07
217,p_0_YP02_C_T.tif,24,27.80
218,p_0_YP02_C_T.tif,2,4.24
219,p_0_YP02_C_T.tif,5,7.07
220,p_0_YP02_C_T.tif,31,22.38
221,p_0_YP02_C_T.tif,16,14.49
222,p_0_YP02_C_T.tif,1,2.83
223,p_0_YP02_C_T.tif,1,2.83
224,p_0_YP02_C_T.tif,8,11.90
225,p_0_YP02_C_T.tif,4,5.66
226,p_0_YP02_C_T.tif,8,10.49
227,p_0_YP02_C_T.tif,2,5.66
228,p_0_YP02_C_T.tif,20,18.73
229,p_0_YP02_C_T.tif,1,2.83
230,p_0_YP02_C_T.tif,6,10.49
231,p_0_YP02_C_T.tif,1,2.83
232,p_0_YP02_C_T.tif,2,4.24
233,p_0_YP02_C_T.tif,4,7.07
234,p_0_YP02_C_T.tif,3,5.66
235,p_0_YP02_C_T.tif,2,4.83
236,p_0_YP02_C_T.tif,1,2.83
237,p_0_YP02_C_T.tif,7,10.49
238,p_0_YP02_C_T.tif,6,9.90
239,p_0_YP02_C_T.tif,9,11.07
240,p_0_YP02_C_T.tif,33,27.80
241,p_0_YP02_C_T.tif,4,7.07
242,p_0_YP02_C_T.tif,19,16.49
243,p_0_YP02_C_T.tif,7,9.90
244,p_0_YP02_C_T.tif,4,5.66
245,p_0_YP02_C_T.tif,7,13.90
246,p_0_YP02_C_T.tif,40,32.63
247,p_0_YP02_C_T.tif,84,45.11
248,p_0_YP02_C_T.tif,14,12.49
249,p_0_YP02_C_T.tif,16,15.90
250,p_0_YP02_C_T.tif,3,5.66
251,p_0_YP02_C_T.tif,49,38.87
252,p_0_YP02_C_T.tif,53,41.70
253,p_0_YP02_C_T.tif,2370,392.22
254,p_0_YP02_C_T.tif,2,4.83
255,p_0_YP02_C_T.tif,6,9.07
256,p_0_YP02_C_T.tif,3,5.66
257,p_0_YP02_C_T.tif,3,5.66
258,p_0_YP02_C_T.tif,4,7.07
259,p_0_YP02_C_T.tif,2,4.24
260,p_0_YP02_C_T.tif,14,14.49
261,p_0_YP02_C_T.tif,17,15.90
262,p_0_YP02_C_T.tif,9,11.07
263,p_0_YP02_C_T.tif,1,2.83
264,p_0_YP02_C_T.tif,4,7.07
265,p_0_YP02_C_T.tif,2,5.66
266,p_0_YP02_C_T.tif,1,2.83
267,p_0_YP02_C_T.tif,85,45.70
268,p_0_YP02_C_T.tif,8,9.90
269,p_0_YP02_C_T.tif,24,24.97
270,p_0_YP02_C_T.tif,1,2.83
271,p_0_YP02_C_T.tif,1,2.83
272,p_0_YP02_C_T.tif,38,33.21
273,p_0_YP02_C_T.tif,1,2.83
274,p_0_YP02_C_T.tif,34,32.04
275,p_0_YP02_C_T.tif,6,11.31
276,p_0_YP02_C_T.tif,5,7.66
277,p_0_YP02_C_T.tif,1,2.83
278,p_0_YP02_C_T.tif,21,20.73
279,p_0_YP02_C_T.tif,7,9.07
280,p_0_YP02_C_T.tif,3,5.66
281,p_0_YP02_C_T.tif,6,8.49
282,p_0_YP02_C_T.tif,17,16.49
283,p_0_YP02_C_T.tif,4,5.66
284,p_0_YP02_C_T.tif,270,117.20
285,p_0_YP02_C_T.tif,32,38.04
286,p_0_YP02_C_T.tif,6,9.90
287,p_0_YP02_C_T.tif,3,6.24
288,p_0_YP02_C_T.tif,10,12.73
289,p_0_YP02_C_T.tif,76,48.87
290,p_0_YP02_C_T.tif,13,15.66
291,p_0_YP02_C_T.tif,30,30.04
292,p_0_YP02_C_T.tif,3,5.66
293,p_0_YP02_C_T.tif,17,25.21
294,p_0_YP02_C_T.tif,5,7.07
295,p_0_YP02_C_T.tif,2,4.83
296,p_0_YP02_C_T.tif,17,16.73
297,p_0_YP02_C_T.tif,9,11.31
298,p_0_YP02_C_T.tif,1,2.83
299,p_0_YP02_C_T.tif,16,19.56
300,p_0_YP02_C_T.tif,30,31.46
301,p_0_YP02_C_T.tif,7,9.90
302,p_0_YP02_C_T.tif,27,18.73
303,p_0_YP02_C_T.tif,1,2.83
304,p_0_YP02_C_T.tif,4,5.66
305,p_0_YP02_C_T.tif,4,5.66
306,p_0_YP02_C_T.tif,10,12.49
307,p_0_YP02_C_T.tif,3,5.66
308,p_0_YP02_C_T.tif,27,23.21
309,p_0_YP02_C_T.tif,14,17.90
310,p_0_YP02_C_T.tif,2,4.83
311,p_0_YP02_C_T.tif,10,10.49
312,p_0_YP02_C_T.tif,15,19.56
313,p_0_YP02_C_T.tif,1,2.83
314,p_0_YP02_C_T.tif,2,5.66
315,p_0_YP02_C_T.tif,12,11.90
316,p_0_YP02_C_T.tif,43,26.97
317,p_0_YP02_C_T.tif,330,89.15
318,p_0_YP02_C_T.tif,6,11.31
319,p_0_YP02_C_T.tif,13,15.31
320,p_0_YP02_C_T.tif,77,51.36
321,p_0_YP02_C_T.tif,3,5.66
322,p_0_YP02_C_T.tif,2,4.24
323,p_0_YP02_C_T.tif,37,28.97
324,p_0_YP02_C_T.tif,10,13.31
325,p_0_YP02_C_T.tif,2,4.83
326,p_0_YP02_C_T.tif,1,2.83
327,p_0_YP02_C_T.tif,5,9.90
328,p_0_YP02_C_T.tif,1,2.83
329,p_0_YP02_C_T.tif,8,9.07
330,p_0_YP02_C_T.tif,4,7.07
331,p_0_YP02_C_T.tif,16,16.73
332,p_0_YP02_C_T.tif,73,50.77
333,p_0_YP02_C_T.tif,10,16.73
334,p_0_YP02_C_T.tif,42,24.14
335,p_0_YP02_C_T.tif,166,108.95
336,p_0_YP02_C_T.tif,4,5.66
337,p_0_YP02_C_T.tif,1,2.83
338,p_0_YP02_C_T.tif,4,7.07
339,p_0_YP02_C_T.tif,35,32.38
340,p_0_YP02_C_T.tif,17,14.49
341,p_0_YP02_C_T.tif,19,15.90
342,p_0_YP02_C_T.tif,141,62.43
343,p_0_YP02_C_T.tif,4,5.66
344,p_0_YP02_C_T.tif,21,17.31
345,p_0_YP02_C_T.tif,8,9.90
346,p_0_YP02_C_T.tif,18,18.14
347,p_0_YP02_C_T.tif,328,140.99
348,p_0_YP02_C_T.tif,8,11.07
349,p_0_YP02_C_T.tif,14,13.90
350,p_0_YP02_C_T.tif,128,44.28
351,p_0_YP02_C_T.tif,8,13.66
352,p_0_YP02_C_T.tif,86,52.77
353,p_0_YP02_C_T.tif,3,7.66
354,p_0_YP02_C_T.tif,5,7.66
355,p_0_YP02_C_T.tif,5,8.49
356,p_0_YP02_C_T.tif,1,2.83
357,p_0_YP02_C_T.tif,6,7.66
358,p_0_YP02_C_T.tif,1,2.83
359,p_0_YP02_C_T.tif,1,2.83
360,p_0_YP02_C_T.tif,43,31.21
361,p_0_YP02_C_T.tif,91,59.84
362,p_0_YP02_C_T.tif,5,8.49
363,p_0_YP02_C_T.tif,1,2.83
364,p_0_YP02_C_T.tif,1,2.83
365,p_0_YP02_C_T.tif,4,5.66
366,p_0_YP02_C_T.tif,4,7.66
367,p_0_YP02_C_T.tif,58,44.28
368,p_0_YP02_C_T.tif,10,13.31
369,p_0_YP02_C_T.tif,384,102.47
370,p_0_YP02_C_T.tif,1,2.83
371,p_0_YP02_C_T.tif,31,31.21
372,p_0_YP02_C_T.tif,10,14.14
373,p_0_YP02_C_T.tif,9,11.07
374,p_0_YP02_C_T.tif,19,25.80
375,p_0_YP02_C_T.tif,14,16.73
376,p_0_YP02_C_T.tif,1,2.83
377,p_0_YP02_C_T.tif,21,25.80
378,p_0_YP02_C_T.tif,20,23.80
379,p_0_YP02_C_T.tif,4,8.49
380,p_0_YP02_C_T.tif,5,8.49
381,p_0_YP02_C_T.tif,1,2.83
382,p_0_YP02_C_T.tif,15,21.56
383,p_0_YP02_C_T.tif,2,4.24
384,p_0_YP02_C_T.tif,48,27.31
385,p_0_YP02_C_T.tif,1,2.83
386,p_0_YP02_C_T.tif,7,10.49
387,p_0_YP02_C_T.tif,5,9.07
388,p_0_YP02_C_T.tif,8,13.31
389,p_0_YP02_C_T.tif,3,5.66
390,p_0_YP02_C_T.tif,13,15.31
391,p_0_YP02_C_T.tif,3,5.66
392,p_0_YP02_C_T.tif,3,5.66
393,p_0_YP02_C_T.tif,58,40.63
394,p_0_YP02_C_T.tif,61,34.63
395,p_0_YP02_C_T.tif,64,34.04
396,p_0_YP02_C_T.tif,4,7.66
397,p_0_YP02_C_T.tif,13,15.56
398,p_0_YP02_C_T.tif,3,5.66
399,p_0_YP02_C_T.tif,3,5.66
400,p_0_YP02_C_T.tif,12,11.90
401,p_0_YP02_C_T.tif,1,2.83
402,p_0_YP02_C_T.tif,29,23.31
403,p_0_YP02_C_T.tif,4,7.66
404,p_0_YP02_C_T.tif,20,23.80
405,p_0_YP02_C_T.tif,4,8.49
406,p_0_YP02_C_T.tif,2,4.24
407,p_0_YP02_C_T.tif,2,5.66
408,p_0_YP02_C_T.tif,43,31.21
409,p_0_YP02_C_T.tif,11,15.07
410,p_0_YP02_C_T.tif,76,36.63
411,p_0_YP02_C_T.tif,6,9.07
412,p_0_YP02_C_T.tif,2,4.24
413,p_0_YP02_C_T.tif,8,9.07
414,p_0_YP02_C_T.tif,6,10.49
415,p_0_YP02_C_T.tif,88,45.36
416,p_0_YP02_C_T.tif,17,17.56
417,p_0_YP02_C_T.tif,21,24.97
418,p_0_YP02_C_T.tif,59,33.46
419,p_0_YP02_C_T.tif,31,20.14
420,p_0_YP02_C_T.tif,27,28.63
421,p_0_YP02_C_T.tif,287,81.25
422,p_0_YP02_C_T.tif,1,2.83
423,p_0_YP02_C_T.tif,1,2.83
424,p_0_YP02_C_T.tif,1,2.83
425,p_0_YP02_C_T.tif,23,29.21
426,p_0_YP02_C_T.tif,39,30.04
427,p_0_YP02_C_T.tif,42,31.80
428,p_0_YP02_C_T.tif,1,2.83
429,p_0_YP02_C_T.tif,189,72.67
430,p_0_YP02_C_T.tif,2,4.24
431,p_0_YP02_C_T.tif,1,2.83
432,p_0_YP02_C_T.tif,3,5.66
433,p_0_YP02_C_T.tif,7,11.66
434,p_0_YP02_C_T.tif,14,14.14
435,p_0_YP02_C_T.tif,5,10.49
436,p_0_YP02_C_T.tif,1,2.83
437,p_0_YP02_C_T.tif,1,2.83
438,p_0_YP02_C_T.tif,13,14.49
439,p_0_YP02_C_T.tif,1,2.83
440,p_0_YP02_C_T.tif,29,19.56
441,p_0_YP02_C_T.tif,9,12.49
442,p_0_YP02_C_T.tif,3,5.66
443,p_0_YP02_C_T.tif,103,52.77
444,p_0_YP02_C_T.tif,845,353.59
445,p_0_YP02_C_T.tif,1,2.83
446,p_0_YP02_C_T.tif,8,12.49
447,p_0_YP02_C_T.tif,5,7.66
448,p_0_YP02_C_T.tif,30,31.21
449,p_0_YP02_C_T.tif,6,8.49
450,p_0_YP02_C_T.tif,7,11.31
451,p_0_YP02_C_T.tif,19,16.73
452,p_0_YP02_C_T.tif,2,4.83
453,p_0_YP02_C_T.tif,6,7.66
454,p_0_YP02_C_T.tif,2,5.66
455,p_0_YP02_C_T.tif,5,7.66
456,p_0_YP02_C_T.tif,4,7.07
457,p_0_YP02_C_T.tif,4,7.66
458,p_0_YP02_C_T.tif,6,8.49
459,p_0_YP02_C_T.tif,18,14.73
460,p_0_YP02_C_T.tif,3,5.66
461,p_0_YP02_C_T.tif,4,5.66
462,p_0_YP02_C_T.tif,17,20.97
463,p_0_YP02_C_T.tif,8,10.49
464,p_0_YP02_C_T.tif,2,4.24
465,p_0_YP02_C_T.tif,4,7.66
466,p_0_YP02_C_T.tif,21,16.73
467,p_0_YP02_C_T.tif,32,22.73
468,p_0_YP02_C_T.tif,3,7.66
469,p_0_YP02_C_T.tif,3,5.66
470,p_0_YP02_C_T.tif,24,22.38
471,p_0_YP02_C_T.tif,4,7.66
472,p_0_YP02_C_T.tif,1,2.83
473,p_0_YP02_C_T.tif,5,7.07
474,p_0_YP02_C_T.tif,42,32.04
475,p_0_YP02_C_T.tif,7,9.07
476,p_0_YP02_C_T.tif,22,19.56
477,p_0_YP02_C_T.tif,4,7.66
478,p_0_YP02_C_T.tif,7,16.14
479,p_0_YP02_C_T.tif,5,10.49
480,p_0_YP02_C_T.tif,1,2.83
481,p_0_YP02_C_T.tif,1,2.83
482,p_0_YP02_C_T.tif,13,13.31
483,p_0_YP02_C_T.tif,54,34.38
484,p_0_YP02_C_T.tif,6,8.49
485,p_0_YP02_C_T.tif,16,22.38
486,p_0_YP02_C_T.tif,9,9.90
487,p_0_YP02_C_T.tif,22,16.14
488,p_0_YP02_C_T.tif,7,10.49
489,p_0_YP02_C_T.tif,1,2.83
490,p_0_YP02_C_T.tif,3,7.66
491,p_0_YP02_C_T.tif,389,114.02
492,p_0_YP02_C_T.tif,4,8.83
493,p_0_YP02_C_T.tif,7,9.07
494,p_0_YP02_C_T.tif,12,20.14
495,p_0_YP02_C_T.tif,15,20.38
496,p_0_YP02_C_T.tif,4,7.07
497,p_0_YP02_C_T.tif,6,9.07
498,p_0_YP02_C_T.tif,1,2.83
499,p_0_YP02_C_T.tif,15,15.07
500,p_0_YP02_C_T.tif,1,2.83
501,p_0_YP02_C_T.tif,2,4.24
502,p_0_YP02_C_T.tif,5,7.66
503,p_0_YP02_C_T.tif,5,7.07
504,p_0_YP02_C_T.tif,1,2.83
505,p_0_YP02_C_T.tif,33,24.97
506,p_0_YP02_C_T.tif,20,18.73
507,p_0_YP02_C_T.tif,3,7.66
508,p_0_YP02_C_T.tif,30,21.56
509,p_0_YP02_C_T.tif,5,8.49
510,p_0_YP02_C_T.tif,8,10.49
511,p_0_YP02_C_T.tif,3,5.66
512,p_0_YP02_C_T.tif,122,47.70
513,p_0_YP02_C_T.tif,13,17.31
514,p_0_YP02_C_T.tif,2,4.24
515,p_0_YP02_C_T.tif,1,2.83
516,p_0_YP02_C_T.tif,3,6.83
517,p_0_YP02_C_T.tif,3,8.49
518,p_0_YP02_C_T.tif,2,4.24
519,p_0_YP02_C_T.tif,4,5.66
520,p_0_YP02_C_T.tif,1,2.83
521,p_0_YP02_C_T.tif,2,4.83
522,p_0_YP02_C_T.tif,499,156.31
523,p_0_YP02_C_T.tif,13,13.31
524,p_0_YP02_C_T.tif,4,7.66
525,p_0_YP02_C_T.tif,62,39.94
526,p_0_YP02_C_T.tif,4,5.66
527,p_0_YP02_C_T.tif,4,5.66
528,p_0_YP02_C_T.tif,1,2.83
529,p_0_YP02_C_T.tif,5,9.66
530,p_0_YP02_C_T.tif,4,7.66
531,p_0_YP02_C_T.tif,7,9.66
532,p_0_YP02_C_T.tif,3,5.66
533,p_0_YP02_C_T.tif,1,2.83
534,p_0_YP02_C_T.tif,166,74.57
535,p_0_YP02_C_T.tif,9,14.49
536,p_0_YP02_C_T.tif,313,95.78
537,p_0_YP02_C_T.tif,72,55.60
538,p_0_YP02_C_T.tif,35,26.63
539,p_0_YP02_C_T.tif,1,2.83
540,p_0_YP02_C_T.tif,9,10.49
541,p_0_YP02_C_T.tif,3,6.24
542,p_0_YP02_C_T.tif,123,80.23
543,p_0_YP02_C_T.tif,51,33.46
544,p_0_YP02_C_T.tif,5,9.07
545,p_0_YP02_C_T.tif,17,13.90
546,p_0_YP02_C_T.tif,15,16.97
547,p_0_YP02_C_T.tif,218,98.95
548,p_0_YP02_C_T.tif,21,22.97
549,p_0_YP02_C_T.tif,2,5.66
550,p_0_YP02_C_T.tif,9,13.31
551,p_0_YP02_C_T.tif,5,10.49
552,p_0_YP02_C_T.tif,2,5.66
553,p_0_YP02_C_T.tif,5,8.49
554,p_0_YP02_C_T.tif,2,5.66
555,p_0_YP02_C_T.tif,17,21.56
556,p_0_YP02_C_T.tif,4,5.66
557,p_0_YP02_C_T.tif,28,21.56
558,p_0_YP02_C_T.tif,7,8.49
559,p_0_YP02_C_T.tif,1,2.83
560,p_0_YP02_C_T.tif,5,7.66
561,p_0_YP02_C_T.tif,2,5.66
562,p_0_YP02_C_T.tif,3,5.66
563,p_0_YP02_C_T.tif,7,9.66
564,p_0_YP02_C_T.tif,6,9.66
565,p_0_YP02_C_T.tif,1,2.83
566,p_0_YP02_C_T.tif,11,13.31
567,p_0_YP02_C_T.tif,3,5.66
568,p_0_YP02_C_T.tif,4,7.07
569,p_0_YP02_C_T.tif,1,2.83
570,p_0_YP02_C_T.tif,12,14.73
571,p_0_YP02_C_T.tif,201,91.54
572,p_0_YP02_C_T.tif,3,5.66
573,p_0_YP02_C_T.tif,1,2.83
574,p_0_YP02_C_T.tif,7,9.07
575,p_0_YP02_C_T.tif,1,2.83
576,p_0_YP02_C_T.tif,52,35.21
577,p_0_YP02_C_T.tif,27,24.38
578,p_0_YP02_C_T.tif,28,34.63
579,p_0_YP02_C_T.tif,1,2.83
580,p_0_YP02_C_T.tif,1,2.83
581,p_0_YP02_C_T.tif,6,9.66
582,p_0_YP02_C_T.tif,4,7.66
583,p_0_YP02_C_T.tif,47,34.63
584,p_0_YP02_C_T.tif,2,5.66
585,p_0_YP02_C_T.tif,90,46.28
586,p_0_YP02_C_T.tif,2,4.83
587,p_0_YP02_C_T.tif,2,4.83
588,p_0_YP02_C_T.tif,7,9.66
589,p_0_YP02_C_T.tif,1,2.83
590,p_0_YP02_C_T.tif,5,8.49
591,p_0_YP02_C_T.tif,1,2.83
592,p_0_YP02_C_T.tif,1,2.83
593,p_0_YP02_C_T.tif,6,8.49
594,p_0_YP02_C_T.tif,8,11.07
595,p_0_YP02_C_T.tif,16,15.90
596,p_0_YP02_C_T.tif,1,2.83
597,p_0_YP02_C_T.tif,1,2.83
598,p_0_YP02_C_T.tif,3,7.66
599,p_0_YP02_C_T.tif,6,7.66
600,p_0_YP02_C_T.tif,6,9.66
601,p_0_YP02_C_T.tif,5,7.66
602,p_0_YP02_C_T.tif,1,2.83
603,p_0_YP02_C_T.tif,3,5.66
604,p_0_YP02_C_T.tif,104,43.46
605,p_0_YP02_C_T.tif,1,2.83
606,p_0_YP02_C_T.tif,10,15.31
607,p_0_YP02_C_T.tif,3,6.24
608,p_0_YP02_C_T.tif,4,5.66
